DBN,Category,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic
19K174,English Language Learners,s,s,s,s,s,s
19K174,Poverty,s,s,29,0.6904761904761905,13,0.30952380952380953
19K174,Reside in temporary housing,s,s,12,0.75,s,s
19K174,Students with Disabilities,s,s,12,0.8571428571428571,s,s
19K190,All Students,s,s,124,0.779874213836478,32,0.20125786163522014
19K190,Attend school outside district of residence,s,s,7,1,s,s
19K190,English Language Learners,s,s,s,s,s,s
19K190,Poverty,s,s,117,0.7748344370860927,31,0.2052980132450331
19K190,Reside in temporary housing,s,s,21,0.6774193548387096,9,0.2903225806451613
19K190,Students with Disabilities,s,s,15,0.7894736842105263,s,s
19K202,All Students,s,s,278,0.6069868995633187,160,0.34934497816593885
19K202,Attend school outside district of residence,s,s,19,0.7307692307692307,7,0.2692307692307692
19K202,English Language Learners,s,s,s,s,37,0.7872340425531915
19K202,Poverty,s,s,257,0.5962877030162413,155,0.35962877030162416
19K202,Reside in temporary housing,s,s,69,0.6831683168316832,28,0.27722772277227725
19K202,Students with Disabilities,s,s,60,0.5454545454545454,46,0.41818181818181815
19K213,All Students,s,s,243,0.7408536585365854,72,0.21951219512195122
19K213,Poverty,s,s,205,0.7321428571428571,63,0.225
19K213,Reside in temporary housing,s,s,42,0.6774193548387096,20,0.3225806451612903
19K213,Students with Disabilities,s,s,43,0.7049180327868853,16,0.26229508196721313
19K214,All Students,422,0.4912689173457509,111,0.12922002328288706,301,0.35040745052386496
19K214,Attend school outside district of residence,75,0.6302521008403361,7,0.058823529411764705,35,0.29411764705882354
19K214,English Language Learners,68,0.5151515151515151,s,s,55,0.4166666666666667
19K214,Poverty,422,0.4912689173457509,111,0.12922002328288706,301,0.35040745052386496
19K214,Reside in temporary housing,27,0.4153846153846154,10,0.15384615384615385,28,0.4307692307692308
19K214,Students with Disabilities,29,0.2116788321167883,34,0.24817518248175183,72,0.5255474452554745
19K218,All Students,83,0.19809069212410502,151,0.360381861575179,179,0.42720763723150357
19K218,Attend school outside district of residence,s,s,15,0.6,6,0.24
19K218,English Language Learners,31,0.33695652173913043,s,s,54,0.5869565217391305
19K218,Poverty,83,0.19809069212410502,151,0.360381861575179,179,0.42720763723150357
19K218,Reside in temporary housing,6,0.1276595744680851,26,0.5531914893617021,15,0.3191489361702128
19K218,Students with Disabilities,s,s,50,0.44642857142857145,58,0.5178571428571429
19K224,All Students,12,0.02553191489361702,306,0.6510638297872341,139,0.2957446808510638
19K224,Attend school outside district of residence,s,s,s,s,s,s
19K224,English Language Learners,s,s,s,s,26,0.9285714285714286
19K224,Poverty,10,0.024213075060532687,260,0.6295399515738499,131,0.3171912832929782
19K224,Reside in temporary housing,s,s,48,0.64,23,0.30666666666666664
19K224,Students with Disabilities,s,s,70,0.6481481481481481,29,0.26851851851851855
19K273,All Students,s,s,239,0.7422360248447205,74,0.22981366459627328
19K273,Attend school outside district of residence,s,s,13,0.7647058823529411,s,s
19K273,English Language Learners,s,s,s,s,s,s
19K273,Poverty,s,s,239,0.7422360248447205,74,0.22981366459627328
19K273,Reside in temporary housing,s,s,38,0.7169811320754716,11,0.20754716981132076
19K273,Students with Disabilities,s,s,52,0.6753246753246753,24,0.3116883116883117
19K290,All Students,23,0.04013961605584642,137,0.23909249563699825,403,0.7033158813263525
19K290,Attend school outside district of residence,s,s,10,0.3333333333333333,19,0.6333333333333333
19K290,English Language Learners,s,s,s,s,100,0.970873786407767
19K290,Poverty,22,0.040293040293040296,129,0.23626373626373626,387,0.7087912087912088
19K290,Reside in temporary housing,s,s,19,0.2835820895522388,45,0.6716417910447762
19K290,Students with Disabilities,s,s,34,0.3469387755102041,60,0.6122448979591837
19K292,All Students,73,0.11717495987158909,327,0.5248796147672552,206,0.3306581059390048
19K292,Attend school outside district of residence,s,s,24,0.6486486486486487,12,0.32432432432432434
19K292,English Language Learners,9,0.15,s,s,39,0.65
19K292,Poverty,73,0.11717495987158909,327,0.5248796147672552,206,0.3306581059390048
19K292,Reside in temporary housing,s,s,64,0.5871559633027523,37,0.3394495412844037
19K292,Students with Disabilities,s,s,64,0.6274509803921569,36,0.35294117647058826
19K306,All Students,s,s,395,0.7383177570093458,127,0.23738317757009345
19K306,Attend school outside district of residence,s,s,39,0.7959183673469388,7,0.14285714285714285
19K306,Poverty,s,s,395,0.7383177570093458,127,0.23738317757009345
19K306,Reside in temporary housing,s,s,64,0.7529411764705882,18,0.21176470588235294
19K306,Students with Disabilities,s,s,125,0.7183908045977011,45,0.25862068965517243
19K311,All Students,s,s,85,0.6854838709677419,25,0.20161290322580644
19K311,Attend school outside district of residence,s,s,16,0.9411764705882353,s,s
19K311,English Language Learners,s,s,s,s,10,0.38461538461538464
19K311,Poverty,s,s,85,0.6854838709677419,25,0.20161290322580644
19K311,Reside in temporary housing,s,s,14,0.6666666666666666,7,0.3333333333333333
19K311,Students with Disabilities,s,s,33,0.7674418604651163,10,0.23255813953488372
19K325,All Students,s,s,177,0.7344398340248963,58,0.24066390041493776
19K325,Attend school outside district of residence,s,s,19,0.6129032258064516,10,0.3225806451612903
19K325,English Language Learners,s,s,s,s,7,0.875
19K325,Poverty,s,s,166,0.7377777777777778,54,0.24
19K325,Reside in temporary housing,s,s,21,0.84,s,s
19K325,Students with Disabilities,s,s,37,0.74,13,0.26
26Q213,Students with Disabilities,24,0.6,s,s,10,0.25
19K328,All Students,s,s,162,0.5785714285714286,102,0.36428571428571427
19K328,Attend school outside district of residence,s,s,14,0.5384615384615384,11,0.4230769230769231
19K328,English Language Learners,s,s,s,s,38,0.7037037037037037
19K328,Poverty,s,s,158,0.572463768115942,102,0.3695652173913043
19K328,Reside in temporary housing,s,s,61,0.5700934579439252,44,0.411214953271028
19K328,Students with Disabilities,s,s,46,0.5897435897435898,30,0.38461538461538464
19K345,All Students,38,0.06239737274220033,237,0.3891625615763547,304,0.49917898193760263
19K345,Attend school outside district of residence,s,s,22,0.5,19,0.4318181818181818
19K345,English Language Learners,10,0.1,s,s,84,0.84
19K345,Poverty,38,0.06239737274220033,237,0.3891625615763547,304,0.49917898193760263
19K345,Reside in temporary housing,s,s,36,0.4186046511627907,42,0.4883720930232558
19K345,Students with Disabilities,s,s,43,0.46236559139784944,48,0.5161290322580645
19K404,Attend school outside district of residence,s,s,21,0.7,9,0.3
19K346,All Students,39,0.06478405315614617,373,0.6196013289036545,143,0.23754152823920266
19K346,Attend school outside district of residence,s,s,27,0.5510204081632653,10,0.20408163265306123
19K346,English Language Learners,s,s,s,s,7,0.7777777777777778
19K346,Poverty,33,0.07221006564551423,278,0.6083150984682714,108,0.2363238512035011
19K346,Reside in temporary housing,8,0.14035087719298245,31,0.543859649122807,11,0.19298245614035087
19K346,Students with Disabilities,s,s,74,0.5967741935483871,31,0.25
19K364,All Students,s,s,215,0.6869009584664537,80,0.25559105431309903
19K364,Attend school outside district of residence,s,s,18,0.72,s,s
19K364,English Language Learners,s,s,s,s,s,s
19K364,Poverty,s,s,215,0.6869009584664537,80,0.25559105431309903
19K364,Reside in temporary housing,s,s,18,0.75,s,s
19K364,Students with Disabilities,s,s,47,0.6266666666666667,23,0.30666666666666664
19K404,All Students,s,s,147,0.7,57,0.2714285714285714
19K404,Poverty,s,s,114,0.7080745341614907,43,0.2670807453416149
19K404,Reside in temporary housing,s,s,20,0.8,s,s
19K678,Reside in temporary housing,s,s,20,0.8,s,s
19K404,Students with Disabilities,s,s,32,0.7804878048780488,9,0.21951219512195122
19K409,All Students,7,0.03333333333333333,143,0.680952380952381,53,0.2523809523809524
19K409,Attend school outside district of residence,s,s,21,0.875,s,s
19K409,English Language Learners,s,s,s,s,s,s
19K409,Poverty,7,0.0440251572327044,106,0.6666666666666666,42,0.2641509433962264
19K409,Reside in temporary housing,s,s,19,0.8636363636363636,s,s
19K409,Students with Disabilities,s,s,19,0.6129032258064516,11,0.3548387096774194
19K422,All Students,s,s,170,0.7296137339055794,55,0.23605150214592274
19K422,Attend school outside district of residence,s,s,15,0.6818181818181818,s,s
19K422,English Language Learners,s,s,s,s,s,s
19K422,Poverty,s,s,147,0.7170731707317073,51,0.24878048780487805
19K422,Students with Disabilities,s,s,36,0.6923076923076923,13,0.25
19K452,All Students,16,0.05194805194805195,222,0.7207792207792207,70,0.22727272727272727
19K452,Attend school outside district of residence,s,s,32,0.8888888888888888,s,s
19K452,Poverty,16,0.05194805194805195,222,0.7207792207792207,70,0.22727272727272727
19K452,Reside in temporary housing,s,s,7,0.7,s,s
19K452,Students with Disabilities,s,s,31,0.7045454545454546,13,0.29545454545454547
19K557,All Students,s,s,158,0.626984126984127,86,0.3412698412698413
19K557,Attend school outside district of residence,s,s,16,0.6956521739130435,6,0.2608695652173913
19K557,English Language Learners,s,s,s,s,19,0.9047619047619048
19K557,Poverty,s,s,158,0.626984126984127,86,0.3412698412698413
19K557,Reside in temporary housing,s,s,47,0.618421052631579,28,0.3684210526315789
19K557,Students with Disabilities,s,s,39,0.609375,23,0.359375
19K654,All Students,s,s,204,0.6754966887417219,85,0.2814569536423841
19K654,Attend school outside district of residence,s,s,6,0.75,s,s
19K654,English Language Learners,s,s,s,s,32,0.7619047619047619
19K654,Poverty,s,s,204,0.6754966887417219,85,0.2814569536423841
19K654,Reside in temporary housing,s,s,25,0.7352941176470589,7,0.20588235294117646
19K654,Students with Disabilities,s,s,57,0.6705882352941176,23,0.27058823529411763
19K661,All Students,14,0.04093567251461988,94,0.27485380116959063,225,0.6578947368421053
19K661,Attend school outside district of residence,s,s,8,0.5333333333333333,7,0.4666666666666667
19K661,English Language Learners,s,s,s,s,35,0.8974358974358975
19K661,Poverty,14,0.04093567251461988,94,0.27485380116959063,225,0.6578947368421053
19K661,Reside in temporary housing,s,s,9,0.25,24,0.6666666666666666
19K661,Students with Disabilities,s,s,26,0.40625,37,0.578125
19K677,All Students,13,0.024253731343283583,320,0.5970149253731343,190,0.35447761194029853
19K662,All Students,21,0.048723897911832945,102,0.23665893271461716,295,0.6844547563805105
19K662,Attend school outside district of residence,s,s,13,0.52,11,0.44
19K662,English Language Learners,s,s,s,s,81,0.9310344827586207
19K662,Poverty,21,0.048723897911832945,102,0.23665893271461716,295,0.6844547563805105
19K662,Reside in temporary housing,s,s,20,0.3076923076923077,43,0.6615384615384615
19K662,Students with Disabilities,s,s,19,0.24675324675324675,54,0.7012987012987013
20K048,Attend school outside district of residence,9,0.42857142857142855,s,s,7,0.3333333333333333
19K663,All Students,s,s,100,0.6369426751592356,52,0.33121019108280253
19K663,Attend school outside district of residence,s,s,11,0.55,9,0.45
19K663,English Language Learners,s,s,s,s,6,1
19K663,Poverty,s,s,100,0.6369426751592356,52,0.33121019108280253
19K663,Reside in temporary housing,s,s,26,0.65,13,0.325
19K663,Students with Disabilities,s,s,34,0.7083333333333334,14,0.2916666666666667
19K677,Attend school outside district of residence,s,s,43,0.7288135593220338,16,0.2711864406779661
19K677,English Language Learners,8,0.10256410256410256,s,s,59,0.7564102564102564
19K677,Poverty,s,s,245,0.603448275862069,145,0.35714285714285715
19K677,Reside in temporary housing,s,s,44,0.6111111111111112,26,0.3611111111111111
19K677,Students with Disabilities,s,s,67,0.6568627450980392,31,0.30392156862745096
19K678,All Students,10,0.038461538461538464,154,0.5923076923076923,95,0.36538461538461536
19K678,Attend school outside district of residence,s,s,17,0.6538461538461539,9,0.34615384615384615
19K678,English Language Learners,s,s,s,s,10,0.8333333333333334
19K678,Poverty,10,0.038461538461538464,154,0.5923076923076923,95,0.36538461538461536
19K678,Students with Disabilities,s,s,36,0.5901639344262295,25,0.4098360655737705
19K760,All Students,s,s,35,0.1724137931034483,159,0.7832512315270936
19K760,Attend school outside district of residence,s,s,s,s,14,0.8235294117647058
19K760,English Language Learners,s,s,s,s,26,0.9629629629629629
19K760,Poverty,s,s,35,0.1724137931034483,159,0.7832512315270936
19K760,Reside in temporary housing,s,s,s,s,15,0.7894736842105263
19K760,Students with Disabilities,s,s,10,0.23809523809523808,30,0.7142857142857143
20K030,All Students,145,0.20279720279720279,s,s,213,0.29790209790209793
20K030,Attend school outside district of residence,s,s,s,s,10,0.47619047619047616
20K030,English Language Learners,72,0.38095238095238093,s,s,52,0.2751322751322751
20K030,Poverty,123,0.22202166064981949,s,s,168,0.30324909747292417
20K030,Reside in temporary housing,6,0.3157894736842105,s,s,6,0.3157894736842105
20K030,Students with Disabilities,15,0.1282051282051282,s,s,47,0.4017094017094017
20K048,All Students,274,0.4748700173310225,s,s,157,0.2720970537261698
20K048,English Language Learners,102,0.6181818181818182,s,s,32,0.19393939393939394
20K048,Poverty,274,0.4748700173310225,s,s,157,0.2720970537261698
20K048,Reside in temporary housing,s,s,s,s,6,0.42857142857142855
20K048,Students with Disabilities,24,0.23529411764705882,s,s,52,0.5098039215686274
20K062,All Students,374,0.3140218303946264,285,0.23929471032745592,370,0.31066330814441645
20K062,Attend school outside district of residence,255,0.2675760755508919,261,0.2738719832109129,318,0.3336831059811123
20K062,English Language Learners,126,0.47547169811320755,s,s,62,0.2339622641509434
20K062,Poverty,374,0.3140218303946264,285,0.23929471032745592,370,0.31066330814441645
20K062,Reside in temporary housing,20,0.37735849056603776,s,s,13,0.24528301886792453
20K062,Students with Disabilities,35,0.1650943396226415,67,0.3160377358490566,89,0.419811320754717
20K069,All Students,763,0.9029585798816568,s,s,44,0.05207100591715976
20K069,Attend school outside district of residence,12,0.8,s,s,s,s
20K069,English Language Learners,434,0.9623059866962306,s,s,10,0.022172949002217297
20K069,Poverty,753,0.9072289156626506,s,s,41,0.04939759036144578
20K069,Reside in temporary housing,140,0.9929078014184397,s,s,s,s
20K069,Students with Disabilities,65,0.7647058823529411,s,s,12,0.1411764705882353
20K102,All Students,213,0.14947368421052631,16,0.011228070175438596,363,0.25473684210526315
20K102,Attend school outside district of residence,11,0.2619047619047619,s,s,14,0.3333333333333333
20K102,English Language Learners,39,0.17889908256880735,s,s,68,0.3119266055045872
20K102,Poverty,138,0.148068669527897,9,0.009656652360515022,295,0.3165236051502146
20K102,Reside in temporary housing,6,0.3,s,s,11,0.55
20K102,Students with Disabilities,18,0.08,s,s,70,0.3111111111111111
20K104,All Students,269,0.21763754045307443,42,0.03398058252427184,303,0.24514563106796117
20K104,Attend school outside district of residence,12,0.2727272727272727,s,s,20,0.45454545454545453
20K112,English Language Learners,72,0.48322147651006714,s,s,46,0.3087248322147651
20K104,English Language Learners,28,0.2413793103448276,s,s,23,0.19827586206896552
20K104,Poverty,175,0.23521505376344087,23,0.030913978494623656,195,0.2620967741935484
20K104,Reside in temporary housing,s,s,s,s,s,s
20K104,Students with Disabilities,12,0.07228915662650602,7,0.04216867469879518,56,0.3373493975903614
20K105,All Students,1545,0.9223880597014925,s,s,75,0.04477611940298507
20K105,Attend school outside district of residence,54,0.9473684210526315,s,s,s,s
20K105,English Language Learners,801,0.9592814371257485,s,s,17,0.02035928143712575
20K105,Poverty,1545,0.9223880597014925,s,s,75,0.04477611940298507
20K105,Reside in temporary housing,9,0.9,s,s,s,s
20K105,Students with Disabilities,93,0.8611111111111112,s,s,7,0.06481481481481481
20K112,All Students,251,0.4218487394957983,s,s,189,0.3176470588235294
20K112,Attend school outside district of residence,6,0.42857142857142855,s,s,6,0.42857142857142855
20K112,Poverty,251,0.4218487394957983,s,s,189,0.3176470588235294
20K112,Reside in temporary housing,s,s,s,s,11,0.5789473684210527
20K112,Students with Disabilities,29,0.2636363636363636,s,s,50,0.45454545454545453
20K127,All Students,166,0.31379962192816635,s,s,114,0.21550094517958412
20K127,Attend school outside district of residence,s,s,s,s,s,s
20K127,English Language Learners,89,0.559748427672956,s,s,28,0.1761006289308176
20K127,Poverty,139,0.32629107981220656,s,s,99,0.2323943661971831
20K127,Reside in temporary housing,12,0.631578947368421,s,s,s,s
20K127,Students with Disabilities,s,s,s,s,33,0.35106382978723405
20K160,All Students,1173,0.8451008645533141,10,0.007204610951008645,145,0.10446685878962536
20K160,Attend school outside district of residence,117,0.8478260869565217,s,s,18,0.13043478260869565
20K160,English Language Learners,823,0.8994535519125683,s,s,68,0.07431693989071038
20K160,Poverty,1173,0.8451008645533141,10,0.007204610951008645,145,0.10446685878962536
20K160,Reside in temporary housing,10,0.625,s,s,6,0.375
20K160,Students with Disabilities,74,0.6166666666666667,s,s,31,0.25833333333333336
20K163,All Students,181,0.287758346581876,s,s,202,0.32114467408585057
20K163,Attend school outside district of residence,7,0.3333333333333333,s,s,9,0.42857142857142855
20K163,English Language Learners,39,0.3611111111111111,s,s,31,0.28703703703703703
20K163,Poverty,144,0.2891566265060241,s,s,177,0.35542168674698793
20K163,Reside in temporary housing,6,0.42857142857142855,s,s,s,s
20K163,Students with Disabilities,21,0.16666666666666666,s,s,59,0.46825396825396826
20K164,All Students,170,0.3165735567970205,11,0.020484171322160148,265,0.4934823091247672
20K164,Attend school outside district of residence,17,0.19767441860465115,s,s,51,0.5930232558139535
20K164,English Language Learners,31,0.34444444444444444,s,s,42,0.4666666666666667
20K164,Poverty,170,0.3165735567970205,11,0.020484171322160148,265,0.4934823091247672
20K164,Reside in temporary housing,8,0.16,s,s,39,0.78
20K164,Students with Disabilities,11,0.102803738317757,s,s,78,0.7289719626168224
20K170,All Students,462,0.4547244094488189,10,0.00984251968503937,190,0.18700787401574803
20K170,Attend school outside district of residence,s,s,s,s,s,s
20K170,English Language Learners,201,0.5552486187845304,s,s,59,0.16298342541436464
20K170,Poverty,430,0.4684095860566449,s,s,178,0.19389978213507625
20K170,Reside in temporary housing,41,0.6307692307692307,s,s,13,0.2
20K170,Students with Disabilities,21,0.1810344827586207,s,s,48,0.41379310344827586
20K176,All Students,888,0.6306818181818182,6,0.004261363636363636,296,0.21022727272727273
20K176,Attend school outside district of residence,12,0.75,s,s,s,s
20K176,English Language Learners,282,0.7362924281984334,s,s,69,0.1801566579634465
20K176,Poverty,776,0.6402640264026402,s,s,267,0.2202970297029703
20K176,Reside in temporary housing,84,0.6412213740458015,s,s,33,0.25190839694656486
20K176,Students with Disabilities,50,0.3067484662576687,s,s,78,0.4785276073619632
20K179,All Students,491,0.5548022598870056,30,0.03389830508474576,222,0.25084745762711863
20K179,Attend school outside district of residence,14,0.3333333333333333,s,s,22,0.5238095238095238
20K179,English Language Learners,270,0.6053811659192825,s,s,101,0.226457399103139
20K179,Poverty,491,0.5548022598870056,30,0.03389830508474576,222,0.25084745762711863
20K179,Reside in temporary housing,64,0.6153846153846154,s,s,21,0.20192307692307693
20K179,Students with Disabilities,48,0.36923076923076925,s,s,58,0.4461538461538462
20K180,All Students,469,0.43790849673202614,13,0.012138188608776844,291,0.27170868347338933
20K180,Attend school outside district of residence,66,0.55,s,s,14,0.11666666666666667
20K180,English Language Learners,113,0.4329501915708812,s,s,86,0.32950191570881227
20K180,Poverty,435,0.46325878594249204,11,0.011714589989350373,265,0.2822151224707135
20K180,Reside in temporary housing,s,s,s,s,17,0.7727272727272727
20K180,Students with Disabilities,31,0.19135802469135801,s,s,87,0.5370370370370371
20K185,All Students,56,0.08446455505279035,s,s,108,0.16289592760180996
20K185,Attend school outside district of residence,s,s,s,s,s,s
20K185,English Language Learners,s,s,s,s,13,0.2708333333333333
20K185,Poverty,27,0.10074626865671642,s,s,65,0.24253731343283583
20K185,Reside in temporary housing,s,s,s,s,s,s
20K247,Reside in temporary housing,s,s,s,s,s,s
20K185,Students with Disabilities,s,s,s,s,28,0.2857142857142857
20K186,All Students,384,0.39384615384615385,s,s,262,0.26871794871794874
20K186,Attend school outside district of residence,13,0.40625,s,s,13,0.40625
20K264,Reside in temporary housing,s,s,s,s,8,0.6666666666666666
20K186,English Language Learners,141,0.46534653465346537,s,s,82,0.2706270627062706
20K186,Poverty,384,0.39384615384615385,s,s,262,0.26871794871794874
20K186,Reside in temporary housing,11,0.4230769230769231,s,s,9,0.34615384615384615
20K186,Students with Disabilities,42,0.2916666666666667,s,s,56,0.3888888888888889
20K187,All Students,692,0.6926926926926927,s,s,62,0.062062062062062065
20K187,Attend school outside district of residence,129,0.7087912087912088,s,s,16,0.08791208791208792
20K187,English Language Learners,9,0.375,s,s,14,0.5833333333333334
20K187,Poverty,692,0.6926926926926927,s,s,62,0.062062062062062065
20K187,Reside in temporary housing,s,s,s,s,s,s
20K506,Reside in temporary housing,s,s,s,s,11,0.6875
20K187,Students with Disabilities,34,0.38202247191011235,s,s,35,0.39325842696629215
20K192,All Students,128,0.2006269592476489,s,s,332,0.5203761755485894
20K204,Students with Disabilities,43,0.2670807453416149,s,s,51,0.3167701863354037
20K192,Attend school outside district of residence,18,0.1565217391304348,s,s,69,0.6
20K192,English Language Learners,53,0.25728155339805825,s,s,91,0.441747572815534
20K192,Poverty,128,0.2006269592476489,s,s,332,0.5203761755485894
20K192,Reside in temporary housing,9,0.19148936170212766,s,s,31,0.6595744680851063
20K192,Students with Disabilities,18,0.12244897959183673,s,s,105,0.7142857142857143
20K200,All Students,424,0.3346487766377269,8,0.006314127861089187,268,0.21152328334648776
20K200,Attend school outside district of residence,7,0.1076923076923077,s,s,10,0.15384615384615385
20K200,English Language Learners,124,0.4025974025974026,s,s,48,0.15584415584415584
20K200,Poverty,368,0.3702213279678068,s,s,252,0.2535211267605634
20K686,English Language Learners,s,s,s,s,s,s
20K200,Reside in temporary housing,8,0.17777777777777778,s,s,25,0.5555555555555556
20K200,Students with Disabilities,36,0.26277372262773724,s,s,51,0.3722627737226277
20K201,All Students,671,0.4552238805970149,6,0.004070556309362279,207,0.14043419267299864
20K201,Attend school outside district of residence,60,0.6896551724137931,s,s,8,0.09195402298850575
20K201,English Language Learners,64,0.5161290322580645,s,s,25,0.20161290322580644
20K201,Poverty,671,0.4552238805970149,6,0.004070556309362279,207,0.14043419267299864
20K201,Reside in temporary housing,28,0.6829268292682927,s,s,7,0.17073170731707318
20K201,Students with Disabilities,33,0.1793478260869565,s,s,63,0.3423913043478261
20K204,All Students,563,0.499113475177305,s,s,210,0.18617021276595744
20K204,Attend school outside district of residence,10,0.4166666666666667,s,s,9,0.375
20K204,English Language Learners,108,0.6585365853658537,s,s,28,0.17073170731707318
20K204,Poverty,438,0.5220500595947557,s,s,180,0.21454112038140644
20K204,Reside in temporary housing,s,s,s,s,8,0.5333333333333333
20K205,All Students,636,0.567350579839429,s,s,221,0.19714540588760035
20K205,Attend school outside district of residence,32,0.41025641025641024,s,s,13,0.16666666666666666
20K205,English Language Learners,214,0.6079545454545454,s,s,83,0.23579545454545456
20K205,Poverty,636,0.567350579839429,s,s,221,0.19714540588760035
20K205,Reside in temporary housing,30,0.625,s,s,16,0.3333333333333333
20K205,Students with Disabilities,51,0.27717391304347827,s,s,66,0.358695652173913
20K220,All Students,700,0.4878048780487805,s,s,628,0.43763066202090595
20K220,Attend school outside district of residence,309,0.4959871589085072,s,s,263,0.42215088282504015
20K220,English Language Learners,286,0.6098081023454158,s,s,166,0.35394456289978676
20K220,Poverty,700,0.4878048780487805,s,s,628,0.43763066202090595
20K220,Reside in temporary housing,20,0.32786885245901637,s,s,38,0.6229508196721312
20K220,Students with Disabilities,36,0.17391304347826086,s,s,154,0.7439613526570048
27Q062,Reside in temporary housing,s,s,s,s,11,0.55
20K223,All Students,606,0.6096579476861167,s,s,273,0.2746478873239437
20K223,Attend school outside district of residence,242,0.5342163355408388,s,s,145,0.3200883002207506
20K223,English Language Learners,229,0.7339743589743589,s,s,66,0.21153846153846154
20K223,Poverty,606,0.6096579476861167,s,s,273,0.2746478873239437
20K223,Reside in temporary housing,14,0.6086956521739131,s,s,8,0.34782608695652173
20K223,Students with Disabilities,42,0.3181818181818182,s,s,75,0.5681818181818182
20K227,All Students,760,0.5956112852664577,s,s,310,0.24294670846394983
20K227,Attend school outside district of residence,35,0.603448275862069,s,s,12,0.20689655172413793
20K227,English Language Learners,220,0.6626506024096386,s,s,58,0.1746987951807229
20K227,Poverty,760,0.5956112852664577,s,s,310,0.24294670846394983
20K227,Reside in temporary housing,40,0.625,s,s,19,0.296875
20K227,Students with Disabilities,53,0.30994152046783624,s,s,84,0.49122807017543857
20K229,All Students,638,0.549526270456503,14,0.012058570198105082,130,0.1119724375538329
20K229,Attend school outside district of residence,32,0.5079365079365079,s,s,15,0.23809523809523808
20K229,English Language Learners,69,0.6106194690265486,s,s,15,0.13274336283185842
20K229,Poverty,371,0.6132231404958678,s,s,90,0.1487603305785124
20K229,Reside in temporary housing,8,0.36363636363636365,s,s,11,0.5
20K229,Students with Disabilities,44,0.26506024096385544,s,s,45,0.2710843373493976
20K247,All Students,383,0.47875,s,s,112,0.14
20K247,Attend school outside district of residence,23,0.26744186046511625,s,s,9,0.10465116279069768
20K247,English Language Learners,115,0.5609756097560976,s,s,33,0.16097560975609757
20K247,Poverty,383,0.47875,s,s,112,0.14
20K247,Students with Disabilities,45,0.3284671532846715,s,s,29,0.2116788321167883
20K259,All Students,722,0.44650587507730366,s,s,354,0.2189239332096475
20K259,Attend school outside district of residence,91,0.5986842105263158,s,s,33,0.21710526315789475
20K259,English Language Learners,91,0.5,s,s,33,0.1813186813186813
20K259,Poverty,722,0.44650587507730366,s,s,354,0.2189239332096475
20K259,Reside in temporary housing,25,0.7142857142857143,s,s,8,0.22857142857142856
20K259,Students with Disabilities,36,0.19672131147540983,s,s,84,0.45901639344262296
20K264,All Students,56,0.11522633744855967,14,0.02880658436213992,168,0.345679012345679
20K264,Attend school outside district of residence,s,s,s,s,6,0.375
20K264,English Language Learners,6,0.09230769230769231,s,s,28,0.4307692307692308
20K264,Poverty,31,0.09567901234567901,s,s,126,0.3888888888888889
20K264,Students with Disabilities,s,s,s,s,36,0.3673469387755102
20K310,All Students,384,0.8514412416851441,s,s,35,0.07760532150776053
20K310,Attend school outside district of residence,20,0.9090909090909091,s,s,s,s
20K310,English Language Learners,204,0.9066666666666666,s,s,13,0.057777777777777775
20K310,Poverty,373,0.8555045871559633,s,s,33,0.07568807339449542
20K310,Reside in temporary housing,128,0.927536231884058,s,s,8,0.057971014492753624
20K310,Students with Disabilities,34,0.7083333333333334,s,s,s,s
20K503,All Students,212,0.19099099099099098,s,s,839,0.7558558558558559
20K503,Attend school outside district of residence,15,0.1595744680851064,s,s,74,0.7872340425531915
20K503,English Language Learners,151,0.24673202614379086,s,s,444,0.7254901960784313
20K503,Poverty,209,0.19514472455648926,s,s,814,0.7600373482726424
20K609,Reside in temporary housing,s,s,7,0.4375,s,s
20K503,Reside in temporary housing,92,0.22276029055690072,s,s,310,0.7506053268765133
20K503,Students with Disabilities,26,0.1145374449339207,s,s,192,0.8458149779735683
20K506,All Students,245,0.3017241379310345,s,s,528,0.6502463054187192
20K506,Attend school outside district of residence,s,s,s,s,28,0.8235294117647058
20K506,English Language Learners,98,0.44144144144144143,s,s,119,0.536036036036036
20K506,Poverty,235,0.3040103492884864,s,s,504,0.6520051746442432
20K506,Students with Disabilities,17,0.136,s,s,99,0.792
20K609,All Students,90,0.44554455445544555,47,0.23267326732673269,46,0.22772277227722773
20K609,Attend school outside district of residence,59,0.4338235294117647,47,0.34558823529411764,21,0.15441176470588236
20K609,English Language Learners,15,0.6,s,s,6,0.24
20K609,Poverty,84,0.45901639344262296,38,0.20765027322404372,42,0.22950819672131148
20K609,Students with Disabilities,s,s,7,0.2413793103448276,13,0.4482758620689655
20K682,All Students,63,0.18,s,s,49,0.14
20K682,Attend school outside district of residence,20,0.11428571428571428,s,s,25,0.14285714285714285
20K682,English Language Learners,s,s,s,s,s,s
20K682,Poverty,27,0.1836734693877551,s,s,26,0.17687074829931973
20K682,Students with Disabilities,11,0.13414634146341464,s,s,11,0.13414634146341464
20K686,All Students,92,0.1765834932821497,26,0.04990403071017274,24,0.046065259117082535
20K686,Attend school outside district of residence,55,0.13253012048192772,23,0.05542168674698795,18,0.043373493975903614
20K686,Poverty,28,0.25225225225225223,10,0.09009009009009009,s,s
