DBN,Category,#Grade K,#Grade 1,#Grade 2,#Grade 3,#Grade 4,#Grade 5
15K024,English Language Learners,52,72,60,44,52,33
15K024,Poverty,91,98,99,108,115,106
15K024,Reside in temporary housing,10,s,s,s,No Data,No Data
15K024,Students with Disabilities,8,21,17,20,27,17
15K029,All Students,164,154,160,138,133,92
15K029,Attend school outside district of residence,s,s,16,12,10,12
15K029,English Language Learners,s,11,s,s,s,No Data
15K029,Poverty,12,11,11,18,15,10
15K029,Reside in temporary housing,No Data,No Data,No Data,No Data,s,No Data
15K029,Students with Disabilities,20,15,20,14,14,12
16K005,English Language Learners,s,s,s,s,s,s
15K032,All Students,77,74,104,103,63,46
15K032,Attend school outside district of residence,7,10,11,19,10,13
15K032,English Language Learners,s,s,s,s,s,s
15K032,Poverty,33,34,43,47,31,35
15K032,Reside in temporary housing,s,s,8,9,s,6
15K032,Students with Disabilities,13,19,23,23,12,20
15K038,All Students,75,75,79,69,76,70
15K038,Attend school outside district of residence,42,27,30,23,21,31
15K038,English Language Learners,7,s,s,s,6,7
15K038,Poverty,43,39,56,48,58,50
15K038,Reside in temporary housing,s,6,8,9,s,s
15K038,Students with Disabilities,s,11,11,s,27,25
15K039,All Students,78,71,72,58,56,51
15K039,Poverty,s,12,13,10,13,s
15K039,Reside in temporary housing,No Data,s,No Data,No Data,No Data,No Data
15K039,Students with Disabilities,s,12,9,s,11,11
15K051,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K051,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K051,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K051,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K051,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K051,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K058,All Students,161,156,168,150,154,151
15K058,Attend school outside district of residence,No Data,8,8,10,17,22
15K058,English Language Learners,8,13,10,9,7,6
15K058,Poverty,11,15,17,16,16,27
15K058,Reside in temporary housing,s,No Data,No Data,No Data,No Data,s
15K058,Students with Disabilities,17,17,20,22,21,31
15K088,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K088,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K088,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K088,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K088,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K025,Reside in temporary housing,s,s,7,6,s,s
15K088,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K094,All Students,248,266,250,268,251,229
15K094,Attend school outside district of residence,s,s,14,14,11,13
15K094,English Language Learners,215,190,126,109,121,67
15K131,Reside in temporary housing,s,6,s,7,s,s
15K094,Poverty,246,262,247,263,250,221
15K094,Reside in temporary housing,s,s,15,18,7,s
15K094,Students with Disabilities,13,22,14,22,27,29
15K107,All Students,96,90,105,95,99,87
15K107,Attend school outside district of residence,s,s,s,s,s,10
15K107,English Language Learners,s,s,s,s,No Data,s
15K107,Poverty,s,s,6,10,8,10
15K107,Reside in temporary housing,s,s,No Data,No Data,No Data,No Data
15K118,All Students,52,51,48,No Data,No Data,No Data
15K118,Attend school outside district of residence,s,s,15,No Data,No Data,No Data
15K118,Poverty,6,s,s,No Data,No Data,No Data
15K118,Students with Disabilities,8,6,8,No Data,No Data,No Data
15K124,All Students,69,63,45,40,52,42
15K261,Reside in temporary housing,6,9,s,s,6,6
15K124,Poverty,69,63,45,40,52,42
15K124,Reside in temporary housing,7,s,s,6,7,s
15K124,Students with Disabilities,7,18,s,8,9,s
15K130,All Students,151,129,101,121,100,96
15K130,Attend school outside district of residence,26,14,18,15,15,22
15K130,English Language Learners,18,33,32,16,s,s
15K130,Poverty,151,129,101,121,100,96
15K130,Reside in temporary housing,15,21,13,11,s,s
15K130,Students with Disabilities,18,22,14,22,25,28
15K131,All Students,147,181,197,176,183,165
15K131,Attend school outside district of residence,6,6,9,8,11,15
15K131,English Language Learners,90,114,99,69,55,35
15K131,Poverty,147,181,197,176,183,165
15K131,Students with Disabilities,19,30,30,32,22,24
15K136,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K136,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K136,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K136,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K136,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K136,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K146,All Students,100,103,101,107,104,101
15K146,Attend school outside district of residence,47,55,53,57,63,61
15K146,English Language Learners,s,No Data,s,s,s,s
15K146,Poverty,20,30,25,28,24,25
15K146,Reside in temporary housing,s,No Data,s,No Data,No Data,s
15K146,Students with Disabilities,12,29,30,43,40,30
15K154,All Students,86,117,89,83,78,81
15K154,Attend school outside district of residence,s,6,7,s,s,7
15K154,English Language Learners,s,8,s,s,6,s
15K154,Poverty,14,20,11,13,13,18
15K154,Reside in temporary housing,No Data,s,No Data,No Data,s,s
15K154,Students with Disabilities,9,19,18,15,16,14
15K169,All Students,235,241,275,329,287,257
15K169,Attend school outside district of residence,s,s,s,8,s,s
15K169,English Language Learners,122,154,140,168,97,67
15K169,Poverty,235,241,275,329,287,257
15K169,Reside in temporary housing,42,21,15,43,23,15
15K169,Students with Disabilities,29,20,47,48,45,39
15K172,All Students,98,84,88,98,90,93
15K172,Attend school outside district of residence,9,s,s,19,19,23
15K172,English Language Learners,47,30,32,23,7,10
15K172,Poverty,78,71,73,90,73,85
15K172,Reside in temporary housing,No Data,s,s,8,6,s
15K172,Students with Disabilities,18,18,28,28,28,30
15K230,All Students,195,183,194,209,176,181
15K230,Attend school outside district of residence,11,17,30,18,30,26
15K230,English Language Learners,86,70,70,67,39,38
15K230,Poverty,195,183,194,209,176,181
15K230,Reside in temporary housing,45,46,31,32,23,29
15K230,Students with Disabilities,26,29,33,39,38,33
15K261,All Students,145,122,128,130,114,122
15K261,Attend school outside district of residence,59,46,54,76,51,61
15K261,Poverty,57,45,45,56,48,53
15K261,Students with Disabilities,22,20,22,27,30,34
15K295,All Students,69,69,71,92,77,77
15K295,Attend school outside district of residence,14,13,16,24,23,21
15K295,English Language Learners,16,12,20,15,6,11
15K295,Poverty,69,69,71,92,77,77
15K295,Reside in temporary housing,6,s,s,s,s,s
15K295,Students with Disabilities,19,19,14,22,21,24
15K321,All Students,233,258,229,254,255,230
15K321,Attend school outside district of residence,8,8,18,11,22,22
15K321,English Language Learners,9,s,s,s,7,s
15K321,Poverty,13,16,18,23,17,23
15K321,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,s
15K321,Students with Disabilities,19,31,35,40,34,33
15K442,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K418,All Students,50,49,44,49,47,53
15K418,Attend school outside district of residence,s,s,s,11,8,13
15K418,English Language Learners,s,s,s,No Data,No Data,No Data
15K418,Poverty,s,9,6,7,11,s
15K418,Reside in temporary housing,No Data,No Data,s,s,No Data,No Data
15K418,Students with Disabilities,s,s,s,s,s,s
15K429,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K429,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K429,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K429,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K429,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K243,English Language Learners,No Data,s,s,No Data,No Data,s
15K429,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K442,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K442,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K442,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K442,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K442,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K443,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K443,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K443,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K443,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K443,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K443,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K447,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K447,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K447,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K447,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K447,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K447,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K448,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K448,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K448,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K448,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K448,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K448,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K464,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K464,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K464,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K464,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K464,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K464,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K676,English Language Learners,s,6,s,s,No Data,s
15K497,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K497,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K497,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K497,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K497,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K497,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K516,All Students,90,86,51,No Data,No Data,No Data
15K516,Attend school outside district of residence,s,No Data,s,No Data,No Data,No Data
15K516,English Language Learners,54,60,32,No Data,No Data,No Data
15K516,Poverty,84,78,50,No Data,No Data,No Data
15K516,Reside in temporary housing,14,s,s,No Data,No Data,No Data
15K516,Students with Disabilities,14,11,8,No Data,No Data,No Data
15K676,All Students,29,41,32,32,22,29
15K676,Attend school outside district of residence,No Data,s,s,s,s,s
15K676,Poverty,27,38,29,31,21,27
15K676,Reside in temporary housing,s,8,10,s,6,9
15K676,Students with Disabilities,s,s,7,7,7,s
15K821,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K821,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K821,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K821,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K821,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K821,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
15K839,All Students,No Data,No Data,No Data,No Data,No Data,No Data
15K839,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
15K839,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
15K839,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
15K839,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
15K839,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
16K005,All Students,24,35,35,48,44,26
16K005,Attend school outside district of residence,12,8,14,23,14,11
16K005,Poverty,23,33,29,38,39,22
16K005,Reside in temporary housing,11,10,11,21,17,11
16K005,Students with Disabilities,s,12,s,21,18,8
16K021,All Students,84,95,93,102,86,109
16K021,Attend school outside district of residence,15,32,32,27,35,36
16K021,English Language Learners,s,No Data,s,s,No Data,s
16K021,Poverty,84,95,93,102,86,109
16K021,Reside in temporary housing,8,6,13,12,6,7
16K021,Students with Disabilities,7,12,17,22,19,29
16K025,All Students,14,21,26,22,26,22
16K025,Attend school outside district of residence,s,6,s,s,11,s
16K025,English Language Learners,s,s,s,No Data,s,s
16K025,Poverty,14,20,24,22,26,21
16K025,Students with Disabilities,s,s,s,8,14,12
16K026,All Students,32,37,30,31,30,32
16K026,Attend school outside district of residence,s,6,s,7,9,11
16K026,English Language Learners,s,s,s,s,No Data,s
16K026,Poverty,32,37,30,31,30,32
16K026,Reside in temporary housing,s,8,9,8,s,9
16K026,Students with Disabilities,s,s,6,17,11,11
16K028,All Students,15,35,34,32,35,32
16K028,Attend school outside district of residence,s,7,9,12,13,s
16K028,English Language Learners,s,s,s,s,s,s
16K028,Poverty,14,34,34,27,33,29
16K028,Reside in temporary housing,s,s,6,s,s,7
16K028,Students with Disabilities,s,s,s,s,11,8
16K035,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K035,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K035,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K035,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K035,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K035,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
16K040,All Students,49,40,49,46,50,36
16K040,Attend school outside district of residence,s,s,15,14,16,s
16K040,English Language Learners,7,s,s,s,s,s
16K040,Poverty,49,40,49,46,50,36
16K040,Reside in temporary housing,6,6,10,s,6,s
16K040,Students with Disabilities,s,s,14,13,21,13
16K057,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K057,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K057,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K057,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K057,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K057,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
16K081,All Students,51,49,40,48,46,51
16K081,Attend school outside district of residence,6,9,9,7,6,12
16K081,English Language Learners,s,6,s,6,s,s
16K081,Poverty,47,45,37,47,44,45
16K081,Reside in temporary housing,14,11,12,18,9,10
16K081,Students with Disabilities,14,12,12,15,9,19
16K243,All Students,37,42,46,36,47,39
16K243,Attend school outside district of residence,10,9,12,7,16,8
16K243,Poverty,34,41,44,33,47,36
16K243,Reside in temporary housing,s,7,s,8,7,7
16K243,Students with Disabilities,s,s,13,13,16,10
16K262,All Students,30,49,37,39,45,48
16K262,Attend school outside district of residence,s,15,s,13,12,11
16K262,English Language Learners,s,s,No Data,s,s,s
16K262,Poverty,27,48,36,38,41,44
16K262,Reside in temporary housing,7,12,7,11,9,s
16K262,Students with Disabilities,No Data,9,10,7,8,10
16K267,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K267,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K267,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K267,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K267,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K267,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
16K308,All Students,25,28,28,34,31,25
16K308,Attend school outside district of residence,s,8,6,11,9,s
16K308,English Language Learners,No Data,s,No Data,s,No Data,No Data
16K308,Poverty,23,25,26,29,28,21
16K308,Reside in temporary housing,6,9,6,9,s,s
16K308,Students with Disabilities,s,s,10,s,11,7
16K309,All Students,34,35,32,41,36,29
16K309,Attend school outside district of residence,s,s,7,9,10,10
16K309,English Language Learners,No Data,s,s,9,s,s
16K309,Poverty,27,27,26,32,28,26
16K309,Reside in temporary housing,11,7,9,7,9,11
16K309,Students with Disabilities,s,11,s,15,11,13
16K335,All Students,37,39,39,50,59,56
16K335,Attend school outside district of residence,s,s,13,16,18,18
16K335,English Language Learners,s,s,s,s,s,s
16K335,Poverty,30,37,37,40,49,48
16K335,Reside in temporary housing,s,s,9,s,10,8
17K397,Students with Disabilities,s,7,s,7,10,6
16K335,Students with Disabilities,s,s,9,9,13,15
16K385,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K385,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K385,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K385,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K385,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K534,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K534,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K534,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K534,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K534,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K534,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
16K584,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K584,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K584,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K584,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K584,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K584,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
16K627,All Students,23,31,26,22,23,23
16K627,Attend school outside district of residence,s,s,13,9,10,8
16K627,Poverty,22,29,22,21,21,18
16K627,Reside in temporary housing,7,7,8,8,s,s
16K627,Students with Disabilities,s,s,6,s,s,s
16K628,All Students,48,34,34,24,32,16
16K628,Attend school outside district of residence,16,16,18,15,13,9
16K628,Poverty,30,23,23,13,25,11
16K628,Reside in temporary housing,s,s,s,s,s,s
16K628,Students with Disabilities,s,s,6,s,10,s
16K636,All Students,24,26,29,31,26,23
16K636,Attend school outside district of residence,s,s,10,7,7,8
16K636,English Language Learners,s,s,No Data,s,s,No Data
16K636,Poverty,22,24,29,28,24,22
16K636,Reside in temporary housing,s,7,7,10,s,9
16K636,Students with Disabilities,s,s,7,6,6,6
16K681,All Students,No Data,No Data,No Data,No Data,No Data,No Data
16K681,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
16K681,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
16K681,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
16K681,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
16K681,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K002,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K002,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K002,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K002,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K002,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K002,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K006,All Students,106,130,115,121,136,104
17K006,Attend school outside district of residence,22,25,26,31,39,21
17K006,English Language Learners,17,20,23,21,11,14
17K006,Poverty,106,130,115,121,136,104
17K006,Reside in temporary housing,26,25,35,34,33,28
17K006,Students with Disabilities,23,21,12,26,41,29
17K012,All Students,41,41,38,36,25,32
17K012,Attend school outside district of residence,23,16,15,14,11,15
17K012,English Language Learners,s,s,s,No Data,s,s
17K012,Poverty,39,36,35,33,25,32
17K012,Reside in temporary housing,s,12,12,s,6,8
17K012,Students with Disabilities,s,11,15,13,s,8
17K061,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K061,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K061,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K061,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K061,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K061,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K091,All Students,42,44,49,47,69,63
17K091,Attend school outside district of residence,s,6,s,8,8,10
17K091,English Language Learners,s,No Data,s,s,7,6
17K091,Poverty,40,39,45,43,62,57
17K091,Reside in temporary housing,s,7,11,s,11,10
17K091,Students with Disabilities,s,s,13,14,23,19
17K092,All Students,61,66,84,76,65,73
17K092,Attend school outside district of residence,s,s,6,s,s,6
17K092,English Language Learners,8,14,13,14,14,8
17K092,Poverty,55,61,68,71,61,67
17K092,Reside in temporary housing,14,17,21,14,12,13
17K092,Students with Disabilities,6,7,27,12,8,17
17K138,All Students,68,55,66,65,59,63
17K138,Attend school outside district of residence,16,13,16,18,15,25
17K138,English Language Learners,s,s,s,s,8,6
17K138,Poverty,58,54,61,56,49,57
17K138,Reside in temporary housing,12,12,14,13,18,17
17K138,Students with Disabilities,8,s,8,11,s,16
17K161,All Students,s,53,67,64,79,67
17K161,Attend school outside district of residence,s,7,7,11,16,15
17K161,English Language Learners,s,s,6,s,s,s
17K161,Poverty,49,49,63,60,72,58
17K161,Reside in temporary housing,9,16,8,13,10,11
17K161,Students with Disabilities,s,9,14,14,9,11
17K167,All Students,No Data,No Data,No Data,No Data,s,s
17K167,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,15
17K167,English Language Learners,No Data,No Data,No Data,No Data,No Data,s
17K167,Poverty,No Data,No Data,No Data,No Data,s,s
17K167,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,15
17K167,Students with Disabilities,No Data,No Data,No Data,No Data,s,s
17K181,All Students,56,87,94,96,112,99
17K181,Attend school outside district of residence,s,s,15,8,19,20
17K181,English Language Learners,s,s,11,14,9,7
17K181,Poverty,56,87,94,96,112,99
17K181,Reside in temporary housing,s,6,12,7,6,6
17K181,Students with Disabilities,9,15,22,17,24,15
17K189,All Students,83,110,97,117,111,132
17K221,Students with Disabilities,9,s,s,14,20,19
17K189,Attend school outside district of residence,19,22,20,35,33,39
17K189,English Language Learners,13,25,22,12,15,20
17K189,Poverty,75,106,91,110,106,117
17K189,Reside in temporary housing,17,14,13,18,10,10
17K189,Students with Disabilities,6,17,12,20,9,17
17K191,All Students,24,39,23,27,29,27
17K191,Poverty,19,37,22,26,20,25
17K191,Reside in temporary housing,9,17,s,11,s,10
17K191,Students with Disabilities,s,s,s,7,8,s
17K221,All Students,50,51,46,58,85,71
17K221,Attend school outside district of residence,s,7,s,10,19,19
17K221,English Language Learners,s,s,6,6,s,s
17K221,Poverty,45,43,39,48,65,51
17K221,Reside in temporary housing,9,s,6,10,s,6
17K241,All Students,71,84,74,97,86,89
17K241,Attend school outside district of residence,s,15,s,10,13,18
17K241,English Language Learners,8,9,s,8,7,s
17K533,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K241,Poverty,66,72,67,86,75,72
17K241,Reside in temporary housing,18,18,17,9,15,18
17K241,Students with Disabilities,s,s,7,12,8,9
17K246,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K246,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K246,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K246,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K246,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K246,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K705,English Language Learners,6,s,s,6,s,s
17K249,All Students,163,157,143,143,141,112
17K249,Attend school outside district of residence,17,16,15,25,30,19
17K705,Attend school outside district of residence,s,10,10,7,9,s
17K249,English Language Learners,60,60,49,29,11,6
17K249,Poverty,163,157,143,143,141,112
17K249,Reside in temporary housing,23,29,14,11,16,9
17K249,Students with Disabilities,24,19,23,30,21,22
17K289,All Students,48,51,67,70,64,65
17K289,Attend school outside district of residence,10,6,13,11,14,15
17K289,English Language Learners,s,s,8,7,s,s
17K289,Poverty,48,51,67,70,64,65
17K289,Reside in temporary housing,7,9,16,12,9,15
17K289,Students with Disabilities,10,12,21,20,18,18
17K316,All Students,70,94,57,57,58,42
17K316,Attend school outside district of residence,21,30,14,7,18,9
17K316,Poverty,47,70,43,52,44,32
17K316,Reside in temporary housing,s,s,s,s,6,s
17K316,Students with Disabilities,9,16,13,7,14,11
17K334,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K334,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K334,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K334,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K334,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K334,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K340,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K340,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K340,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K340,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K340,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K340,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K352,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K352,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K352,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K352,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K352,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K352,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K353,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K353,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K353,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K353,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K353,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K353,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K397,Reside in temporary housing,13,s,6,9,s,7
17K354,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K354,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K354,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K354,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K354,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K354,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K375,All Students,66,58,81,87,69,58
17K375,Attend school outside district of residence,s,s,7,s,s,s
17K375,English Language Learners,30,23,24,13,16,9
17K375,Poverty,60,53,77,78,57,53
17K375,Reside in temporary housing,12,s,8,16,s,9
17K375,Students with Disabilities,7,8,26,28,20,18
17K382,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K382,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K382,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K382,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K382,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K382,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K394,All Students,67,58,46,63,55,44
17K394,Attend school outside district of residence,29,23,20,20,25,14
17K394,English Language Learners,s,s,s,s,s,s
17K394,Poverty,64,58,44,60,51,39
17K394,Reside in temporary housing,15,15,10,14,14,8
17K394,Students with Disabilities,7,s,7,9,7,s
17K397,All Students,27,44,29,46,45,49
17K397,Attend school outside district of residence,s,s,6,s,9,8
17K397,English Language Learners,6,11,s,s,s,s
17K397,Poverty,25,34,27,33,35,36
17K398,All Students,67,60,53,53,53,51
17K398,Attend school outside district of residence,18,11,8,14,10,16
17K398,English Language Learners,No Data,s,7,s,s,s
